identifier	date	year	creator	title	language	collection
bub_gb_ktETgRIYzBUC	1554-01-01T00:00:00Z	1554	Andrea Palladio	Lantichita di Roma di M. Andrea Palladio. Racolta breuemente da gli auttori antichi, & moderni	Italian	europeanlibraries; fav-enrico_gori
bim_early-english-books-1641-1700_the-first-book-of-archit_palladio-andrea_1693	1693-01-01T00:00:00Z	1693	Palladio, Andrea.	The first book of architecture, ... 1693	Middle English	pub_early-english-books-1641-1700; bim_microfilm; microfilm
bim_eighteenth-century_the-first-book-of-archit_palladio-andrea_1729	1729-01-01T00:00:00Z	1729	Palladio, Andrea	The first book of architecture: by Andrea Palladio. Translated out of Italian, with an appendix ... by Pr. Le Muet ... Translated into English by Godfrey Richards. The whole illust	English	pub_eighteenth-century; bim_microfilm; microfilm; fav-cuncemaille
youtube-_oEf6iFaP3w	2010-10-20T00:00:00Z	2010	Rick Steves' Europe	Bath, England: Neoclassical Royal Crescent and Circus - Rick Steves’ Europe Travel Guide		mirrortube; social-media-video; additional_collections_video; deemphasize
bollack-killian-slides-000850	1988-09-01T00:00:00Z	1988	Françoise Astorg Bollack	San Francesca della Vigna (Venice, 1988)	eng	bollack-killian-slides; patron-library-collection
bollack-killian-slides-000912	1988-09-01T00:00:00Z	1988	Françoise Astorg Bollack	Il Redentore from Zattere also Santo Spirito and Giudecca Canal (Venice, 1988)	eng	bollack-killian-slides; patron-library-collection
lantichitadiroma00pall	1555-01-01T00:00:00Z	1555	Palladio, Andrea, 1508-1580	L'antichita di Roma di M. Andrea Palladio, raccolta brevemente da gli auttore antichi, & moderni	ita	getty; americana; fav-artisan_academy; fav-bchucks; fav-ellencdacosta
india.history.resource.93250	1786-01-01T00:00:00Z	1786	Palladio, Andrea; Scamozzi, Ottavio Bertotti (Illus.)	Le Fabbriche el Disegni di Andrea Palladio, 2nd ed., Vol. I	ita	IndiaHistory; JaiGyan
palladioguide0000cons_g6b9	1993-01-01T00:00:00Z	1993	Constant, Caroline	The Palladio guide	eng	internetarchivebooks; inlibrary; printdisabled; fav-a_wei_a; fav-arafa1234; fav-palladiosback; fav-rafa_cerq; fav-roberto_da_matta; fav-steven_baltsas; fav-weareyoung5833; binghamt
palladioinameric0000whit	1978-01-01T00:00:00Z	1978	Whitehill, Walter Muir, 1905- . cn	Palladio in America	eng	internetarchivebooks; inlibrary; printdisabled; fav-_heilyasandhayze; fav-artursz; fav-donatella_soul; fav-dtka; fav-evgeniya_zhuravleva; fav-giona; fav-greatscreenname_org; fav-is
churchesofrome0000pall	1991-01-01T00:00:00Z	1991	Palladio, Andrea, 1508-1580	The churches of Rome	eng	internetarchivebooks; inlibrary; printdisabled; fav-barry_o_apos_neill; fav-thebodzio; fav-tiptoes; fav-vicente_matts; fav-weareyoung5833; barryuniversity-ol; binghamton-ol; cua-ol
les-batiments-et-les-dessins-...-palladio-andrea-bd-6t-5397109d-0219	1796-01-01T00:00:00Z	1796	Les Bâtiments et les dessins de André Palladio recueillis et illustrés par Octave Bertotti Scamozzi... avec des planches qui représentent les plans, les façades et les coupes.... T	Les Bâtiments et les dessins de André Palladio recueillis et illustrés par Octave Bertot	fre	opensource_image
recital-bach-.-scarlatti-.-beethoven-pogorelich				RECITAL - Ivo Pogorelić (Caldogno, 1986)		fringe; deemphasize; fav-rothmere2897
la-rotonda-villa-almerico-capra-ou-villa-capra-valmarana-e-uma-das-mais-belas-e-_202401	1790-01-01T00:00:00Z	1790	Andrea Palladio (1508 - 1580) / Bertotti Scamozzi, Ottavio, 1719-1790	La Rotonda, Villa Almerico Capra Ou Villa Capra Valmarana, É Uma Das Mais Belas E Famosas Villas De Andrea Palladio ( 1508 1580)....	ita	opensource_image
qvattrolibridel00pall	1570-01-01T00:00:00Z	1570	Palladio, Andrea, 1508-1580	I qvattro libri dell'architettvra di Andrea Palladio : ne' quali, dopo un breue trattato de' cinque ordini, & di quelli auertimenti, che sono piu necessarij nel fabricare	ita	getty; americana; fav-19omhs72; fav-433_740; fav-a_gentili; fav-abadidea; fav-abbykc11; fav-ahmontoya; fav-alexandra_ma556; fav-aurexgo; fav-aurexmagnus; fav-azxasfsxf2843; fav-bel
